#SOCIAL
OthersFound $n taps $N on the shoulder.~
VictFound   $n taps you on the shoulder.~
CharAuto    You give yourself attention since no one else will.~
OthersAuto  $n gives $mself the attention $e deserves.~
End

#SOCIAL
Name        aww~
CharNoArg   You smile and say 'awww'.~
OthersNoArg $n smiles and says 'awww'.~
CharFound   You look at $N and say 'Awwww, you're so sweet!'~
OthersFound $n looks at $N and says 'Awwww, you're so sweet!'~
VictFound   $n looks at you and says 'Awwww, you're so sweet!'~
CharAuto    You hold up a mirror and say 'awww.' Hrm.~
OthersAuto  $n holds up a mirror and says 'awww.' Hrm.~
End

#SOCIAL
Name        babble~
CharNoArg   You begin to babble like an idiot.~
OthersNoArg $n begins to babble like an idiot.~
CharFound   You begin to babble at $N and $E can't understand a word you are saying.~
OthersFound $n tries to say something to $N but just babbles like an idiot.~
VictFound   $n tries to talk to you but just babbles like an idiot.~
CharAuto    You babble at yourself.~
OthersAuto  $n begins to babble like an idiot.~
End

#SOCIAL
Name        babe~
CharNoArg   You strike a pose in your most babe-like style!~
OthersNoArg $n strikes a pose in $s most babe-like style!~
CharFound   You look at $N and think, "Wow! What a babe!"~
OthersFound $n looks at $N and thinks, "Wow! What a babe!"~
VictFound   $n thinks you are a supreme babe!~
CharAuto    You think you are a babe!~
OthersAuto  $n seems to think that $e is a babe!~
End

#SOCIAL
Name        baffle~
CharNoArg   You scrunch up your face cuz you are totally baffled!~
OthersNoArg $n scrunches up $s face cuz $e is totally baffled!~
CharFound   You scrunch up your face at $N cuz $S behavior totally baffles you!~
OthersFound $n scrunches up $s face at $N cuz $n is totally baffled by $N!~
VictFound   $n scrunches up $s face at you cuz you totally baffle $m!~
CharAuto    You baffle yourself.~
OthersAuto  $n seems to be baffled by $s own thoughts.~
End

#SOCIAL
Name        bagel~
CharNoArg   You pop a bagel in the fire and toast it till it's golden brown.~
OthersNoArg $n pops a bagel in the fire and toasts it till it's golden brown.~
CharFound   You pull a golden brown bagel from the fire and give it to $N.~
OthersFound $n pulls a golden brown bagel from the fire and gives it to $N.~
VictFound   $n pulls a golden brown bagel from the fire and gives it to you.~
CharAuto    Your pull a golden brown bagel from the fire and pop it in your mouth. Yummy!~
OthersAuto  $n pulls a golden brown bagel from the fire and pops it into $s mouth. Yummy!~
End

#SOCIAL
Name        bah~
CharNoArg   You utter "Bah" out of frustration.~
OthersNoArg $n says, "Bah" and turns away in contempt.~
CharFound   You utter incoherent words in your state of anxiety.~
OthersFound $n begins making sheeplike noises.~
VictFound   $n bahs at you.~
CharAuto    Talking to yourself again?~
OthersAuto  $n is obviously frustrated at something or someone..~
End

#SOCIAL
Name        banana~
CharNoArg   Daylight come, me want go home.~
OthersNoArg $n leans way back, and bellows forth, 'DAAAAAAAYO!'~
CharFound   You sneak up on $N, and sing, 'DAAAAAYO!'  Bananas are dancing before $S eyes.~
OthersFound $n sneaks up behind $N and screams 'DAAAAAAAAAAAAAY-O' at the top of $s lungs.. Bananas are dancing before $S eyes now.~
VictFound   DAAAAAYO! Ack! Bananas! Bananas everywhere!  $n snickers at your predicament.~
CharAuto    Daylight come, me want go home.~
OthersAuto  $n bellows forth, 'DAAAAAYO!' and dances a little rumba.~
End

#SOCIAL
Name        barf~
CharNoArg   You scream out "I'm gonna be sick!" and then heave your stomach contents onto the ground.~
OthersNoArg $n is so sick that $e tells everyone "I gotta barf!".~
CharFound   You yell at $N "Run!  I gotta barf" and then spill out your dinner on $N.~
OthersFound $n barfs all over $N!  Yecchh what a mess!~
VictFound   $n has just projectile vomited all over your nice, clean armor!~
CharAuto    You say to yourself "Am I ever sick!" and then barf up your dinner!~
OthersAuto  $n begins to projectile vomit over everything in the room!~
End

#SOCIAL
Name        bark~
CharNoArg   You bark, "Bark! Bark! Bark!"~
OthersNoArg $n barks, "Bark! Bark! Bark!"~
CharFound   You bark at $M.~
OthersFound $n barks at $N.~
VictFound   $n barks at you.~
CharAuto    You bark at yourself.  Woof!  Woof!~
OthersAuto  $n barks at $mself.  Woof!  Woof!~
End

#SOCIAL
Name        bashful~
CharNoArg   For some reason, you start feeling very bashful.~
OthersNoArg $n begins looking quite bashful.~
CharFound   You look up at $N, look at the ground and bashfully trace figure eights with your foot.~
OthersFound $n looks at $N, then bashfully stares at $s feet.~
VictFound   $n looks up at you, then bashfully traces figure eights with $s foot.~
CharAuto    For some reason, you start feeling very bashful.~
OthersAuto  $n begins looking quite bashful.~
End

#SOCIAL
Name        bath~
CharNoArg   You sense a funk in the air. You need to take a bath.~
OthersNoArg $n is tired of smelling like a pig. $n takes a bath.~
CharFound   You find $N's aroma to be too strong. You give $N a bath.~
OthersFound $n thinks $N needs a bath.~
VictFound   $n objects to your strong aroma and would appreciate if you would take a bath.~
CharAuto    Maybe you should find a private place to do that. Exhibitionist.~
OthersAuto  With a bold display of exhibitionism, $n is going to bathe right here!~
End

#SOCIAL
Name        bbl~
CharNoArg   You announce that you will be back later.~
OthersNoArg $n announces that $e'll be back later.~
CharFound   You inform $M that you will be back later.~
OthersFound $n informs $N that $e will be back later~
VictFound   $n informs you that $e will be back later~
CharAuto    You mumble to yourself that you'll be back later.~
OthersAuto  $n mumbles to $mself that $e'll be back later.~
End

#SOCIAL
Name        bday~
CharNoArg   You leap into the air and shout "Happy Birthday"~
OthersNoArg $n leaps into the air and shouts "Happy Birthday"~
CharFound   You leap into the air and shout "Happy Birthday $N"~
OthersFound $n leaps into the air and shouts "Happy Birthday $N"~
VictFound   $n leaps into the air and shouts "Happy Birthday $N"~
CharAuto    You sing a nice birthday song to yourself, drowning in loneliness.~
OthersAuto  $n dances about, singing "Happy Birthday to me!"~
End

#SOCIAL
Name        beam~
CharNoArg   You beam brightly.  Why is that?~
OthersNoArg $n beams brightly.  Why is that?~
CharFound   You beam brightly at $M.~
OthersFound $n beams brightly.  No doubt $N has something to do with it.~
VictFound   $n beams brightly at you.~
CharAuto    You beam brightly.~
OthersAuto  $n beams brightly at $mself.  Obviously $e's quite happy.~
End

#SOCIAL
Name        bearhug~
CharNoArg   You hug a grizzly bear.~
OthersNoArg $n hugs a flea-infested grizzly bear.~
CharFound   You bearhug $M.~
OthersFound $n bearhugs $N.  Some ribs break.~
VictFound   $n bearhugs you.  Wonder what's coming next?~
CharAuto    You bearhug yourself.~
OthersAuto  $n bearhugs $mself.~
End

#SOCIAL
Name        beer~
CharNoArg   You draw a cold, frosty beer.~
OthersNoArg $n downs a cold, frosty beer.~
CharFound   You draw a cold, frosty beer for $N.~
OthersFound $n draws a cold, frosty beer for $N.~
VictFound   $n draws a cold, frosty beer for you.~
CharAuto    You pour yourself a cold, frosty beer and think, "It just doesn't get better than this."~
OthersAuto  $n draws $mself a beer.~
End

#SOCIAL
Name        beg~
CharNoArg   You beg the gods for mercy.~
OthersNoArg The gods fall down laughing at $n's request for mercy.~
CharFound   You desperately beg for a favor from $N.~
OthersFound $n gets on $s knees begging for a favor from $N..how unbecoming.~
VictFound   $n is begging you for something.~
CharAuto    Begging yourself for money doesn't help.~
OthersAuto  $n begs for a favor.~
End

#SOCIAL
Name        behead~
CharNoArg   You look around for some heads to cut off.~
OthersNoArg $n looks around for some heads to cut off.~
CharFound   You grin evilly at $N and brandish your weapon.~
OthersFound $n grins evilly at $N while brandishing $s weapon!~
VictFound   $n grins evilly at you, brandishing $s weapon.~
CharAuto    I really don't think you want to do that...~
OthersAuto  $n is so desperate for exp that $e tries to decapitate $mself!~
End

#SOCIAL
Name        belly~
CharNoArg   You rub your belly, you must be hungry.~
OthersNoArg $n rubs $s belly, $e must be hungry.~
CharFound   You rub $N's belly.~
OthersFound $n rubs $N's belly.~
VictFound   $n rubs your belly.~
CharAuto    You rub your belly, you must be hungry.~
OthersAuto  $n rubs $s belly, $e must be hungry.~
End

#SOCIAL
Name        bkiss~
CharNoArg   Blow a kiss to whom?~
OthersNoArg $n blows at $s hand.~
CharFound   You blow a kiss to $M.~
OthersFound $n blows a kiss to $N.  Touching, ain't it?~
VictFound   $n blows a kiss to you.  Not as good as a real one, huh?~
CharAuto    You blow a kiss to yourself.~
OthersAuto  $n blows a kiss to $mself.  Weird.~
End

#SOCIAL
Name        blank~
CharNoArg   You get a blank look on your face.~
OthersNoArg $n gets a blank look on $s face.~
CharFound   You look at $N but draw a complete blank.~
OthersFound $n looks at $N but draws a blank.~
VictFound   $n looks at you and draws a total blank.~
End

#SOCIAL
Name        blast~
CharNoArg   You count down 10 9 8 7 6 5 4 3 2 1 and blast off!~
OthersNoArg $n counts down 10 9 8 7 6 5 4 3 2 1 and blasts off.~
CharFound   You look at $N and give $M a real blast.~
OthersFound $n looks at $N and gives $M a real blast!~
VictFound   $n looks at you and gives you a real blast!~
CharAuto    Do you really think that's polite?~
OthersAuto  $n looks as though $e wants a blast.~
End

#SOCIAL
Name        bleat~
CharNoArg   You bleat.~
OthersNoArg $n bleats like a poor little lamb.~
CharFound   You bleat at $N just like a lost little lamb.~
OthersFound $n bleats at $N, just like a lost little lamb.~
VictFound   $n bleats at you, just like a lost little lamb.~
End

#SOCIAL
Name        bleed~
CharNoArg   You bleed all over the room!~
OthersNoArg $n bleeds all over the room!  Get out of $s way!~
CharFound   You bleed all over $M!~
OthersFound $n bleeds all over $N.  Better leave, you may be next!~
VictFound   $n bleeds all over you!  YUCK!~
CharAuto    You bleed all over yourself!~
OthersAuto  $n bleeds all over $mself.~
End

#SOCIAL
Name        bleh~
CharNoArg   You grimace as if tasting something hideous and say "BLEH!"~
OthersNoArg $n sticks $s tongue out and says "Bleh!"~
CharFound   You "bleh!" right in $N's face!~
OthersFound $n says "bleh!" while making a horrid face at $N.~
VictFound   $n looks right at you and says "BLEH!"~
CharAuto    You bleh at yourself in response to something disagreeable.~
OthersAuto  $n blehs at the thought of something.~
End

#SOCIAL
Name        blink~
CharNoArg   You blink in utter disbelief.~
OthersNoArg $n blinks in utter disbelief.~
CharFound   You blink at $M in confusion.~
OthersFound $n blinks at $N in confusion.~
VictFound   $n blinks at you in confusion.~
CharAuto    You are sooooooooooooo confused~
OthersAuto  $n blinks at $mself in complete confusion.~
End

#SOCIAL
Name        blownose~
CharNoArg   You blow your nose loudly.~
OthersNoArg $n blows $s nose loudly.~
CharFound   You blow your nose on $S shirt.~
OthersFound $n blows $s nose on $N's shirt.~
VictFound   $n blows $s nose on your shirt.~
CharAuto    You blow your nose on your shirt.~
OthersAuto  $n blows $s nose on $s shirt.~
End

#SOCIAL
Name        blunk~
CharNoArg   You try to blink but blunk instead.~
OthersNoArg $n tries to blink but $e blunks instead.~
CharFound   You blunk at $N.~
OthersFound $n blunks at $N.~
VictFound   $n blunks at you.~
End

#SOCIAL
Name        blush~
CharNoArg   Your cheeks are burning.~
OthersNoArg $n blushes.~
CharFound   You get all flustered up seeing $M.~
OthersFound $n blushes as $e sees $N here.~
VictFound   $n blushes as $e sees you here.  Such an effect on people!~
CharAuto    You blush at your own folly.~
OthersAuto  $n blushes as $e notices $s boo-boo.~
End

#SOCIAL
Name        bob~
CharNoArg   You bob your head to the funky music.~
OthersNoArg $n bobs $s head to the funky music.~
CharFound   You bob your head to $N's funky beats!~
OthersFound $n bobs $s head to $N's funky rhythm.~
VictFound   $n looks at you and starts bobbing $s head, what a weirdo!~
CharAuto    You bob your head to imaginary music, you weirdo.~
OthersAuto  $n bobs $s head to $s own imaginary music. ~
End

#SOCIAL
Name        boggle~
CharNoArg   You boggle in complete incomprehension.~
OthersNoArg $n boggles in complete incomprehension.~
CharFound   You boggle in complete incomprehension of $S actions.~
OthersFound $n boggles in complete incomprehension of $N's actions.~
VictFound   $n boggles in complete incomprehension of your actions.~
CharAuto    You boggle in complete incomprehension of your own actions.  Confused?~
OthersAuto  $n boggles, plain and simple.~
End

#SOCIAL
Name        bond~
CharNoArg   You whip out some handcuffs and ropes.~
OthersNoArg $n whips out some handcuffs and ropes.~
CharFound   You handcuff $N and tie $M up with some ropes. Now the fun begins!~
OthersFound $n handcuffs $N and ties $M up with some ropes. Let the fun begin!~
VictFound   $n handcuffs you and ties you up with some ropes. Uh oh!~
End

#SOCIAL
Name        bonk~
CharNoArg   You look for someone to bonk!~
OthersNoArg $n looks around for someone to bonk! Better start running now!~
CharFound   You bonk $N! BONK!! BONK!! BONK!!~
OthersFound $n bonks $N! BONK!! BONK!! BONK!!~
VictFound   $n bonks you! BONK!! BONK!! BONK!!~
CharAuto    You bonk yourself! Owwwww!! Waaaaaaaaaaa!~
OthersAuto  $n bonks $mself! Whatta loon.. eh?~
End

#SOCIAL
Name        boogie~
CharNoArg   You boogie.~
OthersNoArg $n boogies!~
CharFound   You boogie with $N!~
OthersFound $n boogies with $N!~
VictFound   $n boogies with you!~
CharAuto    You boogie with yourself.~
OthersAuto  $n boogies with $mself, lost in $s own little world.~
End

#SOCIAL
Name        bounce~
CharNoArg   BOIINNNNNNGG!~
OthersNoArg $n bounces around.~
CharFound   You bounce onto $S lap.~
OthersFound $n bounces onto $N's lap.~
VictFound   $n bounces onto your lap.~
CharAuto    You bounce your head like a basketball.~
OthersAuto  $n plays basketball with $s head.~
End

#SOCIAL
Name        bound~
CharNoArg   You take a flying leap and make a mighty bound across the room.~
OthersNoArg $n takes a flying leap and makes a mighty bound across the room.~
CharFound   You take a flying leap at $N and make a mighty bound across the room.~
OthersFound $n takes a flying leap at $N and makes a mighty bound across the room.~
VictFound   $n takes a flying leap at you and makes a mighty bound across the room.~
End

#SOCIAL
Name        bow~
CharNoArg   You bow deeply.~
OthersNoArg $n bows deeply.~
CharFound   You bow before $M.~
OthersFound $n bows before $N.~
VictFound   $n bows before you.~
CharAuto    You kiss your toes.~
OthersAuto  $n folds up like a jack knife and kisses $s own toes.~
End

#SOCIAL
Name        bowwow~
CharNoArg   You bark, "Bow wow! Bow wow! Bow wow!"~
OthersNoArg $n barks, "Bow wow! Bow wow! Bow wow!"~
CharFound   You bark at $N, "Bow wow! Bow wow! Bow wow!"~
OthersFound $n barks at $N, "Bow wow! Bow wow! Bow wow!"~
VictFound   $n barks at you, "Bow wow! Bow wow! Bow wow!"~
End

#SOCIAL
Name        brainstorm~
CharNoArg   Ignoring the cautions of the gods themselves, you turn your brain on.~
OthersNoArg $n, ignoring the gods' many cautions, turns $s brain on.~
CharFound   $N shivers in terror as thoughts begin to flow through your mighty noggin.~
OthersFound $N shivers in terror as thoughts begin to flow through $n's mighty noggin.~
VictFound   You shiver in terror as you notice thoughts flowing through $n's mighty noggin.~
CharAuto    Even the gods themselves don't know what might possibly be done about you and your noggin.~
OthersAuto  $n attempts to squeeze some thoughts from $s noggin, making the gods themselves, terrorized by this display, run.~
End

#SOCIAL
Name        brb~
CharNoArg   You announce that you will be right back.~
OthersNoArg $n says in a stern voice, 'I'll be back!'~
CharFound   You announce to $M that you will be right back.~
OthersFound $n says to $N in a stern voice, 'I'll be back!'~
VictFound   $n says to you in a stern voice, 'I'll be right back!'~
CharAuto    You mumble to yourself, 'I'll be right back'~
OthersAuto  $n mumbles to $mself, 'I'll be right back, won't I?'~
End

#SOCIAL
Name        bristle~
CharNoArg   You clench your teeth and bristle with anger.~
OthersNoArg $n clenches $s teeth and bristles with anger.~
CharFound   You glare at $N, bristling with anger.~
OthersFound $n glares at $N, bristling with anger.~
VictFound   $n glares at you, bristling with anger.~
CharAuto    Your bristle at your foolishness.~
OthersAuto  $n bristles at $mself and $s foolishness.~
End

#SOCIAL
Name        brownie~
CharNoArg   You munch on a delicious brownie ... You begin to feel light headed.~
OthersNoArg $n munches on a funny-looking brownie. $n begins to feel light headed.~
CharFound   You give $N a funny-looking brownie.~
OthersFound $n gives $N a funny-looking brownie.~
VictFound   $n gives you a funny-looking brownie. Be careful!~
CharAuto    You look very strange giving yourself a brownie.~
OthersAuto  $n gives $mself a brownie, $e might be a BIT strange.~
End

#SOCIAL
Name        brush~
CharNoArg   Brush what? Who? Where?~
OthersNoArg $n seems to be looking for someone to brush.~
CharFound   You brush out $S hair for $M.  Very thoughtful.~
OthersFound $n brushes $N's hair for $M.  Looks better now.~
VictFound   $n brushes out your hair.  How nice of $m.~
CharAuto    You brush out your hair.  There - much better.~
OthersAuto  $n brushes out $s hair.  Looks much better now.~
End

#SOCIAL
Name        bully~
CharNoArg   You puff up your chest and act like a big bully!~
OthersNoArg $n puffs up $s chest and acts like a great big bully!~
CharFound   Your bully poor $N all around the room.~
OthersFound $n bullies poor $N all around the room.~
VictFound   $n bullies you all over the room!~
End

#SOCIAL
Name        bump~
CharNoArg   You bump into the wall. Ouch!~
OthersNoArg $n bumps into the wall. Ouch!~
CharFound   You bump into $N accidently on purpose. Ouch!~
OthersFound $n bumps into $N accidently on purpose. Ouch!~
VictFound   $n bumps into you accidently on purpose. Ouch!~
End

#SOCIAL
Name        bungee~
CharNoArg   You look around slyly, trying to find someone to kick off the mud.~
OthersNoArg $n looks around slyly, trying to find someone to kick off the mud.~
CharFound   You whip out a bungee cord, stick it on $N, and kick $M off the mud!~
OthersFound $n whips out a bungee cord, sticks it on $N, and pushes $M off the mud.~
VictFound   $n whips out a bungee cord, sticks it on you, and pushes you off the mud!! Eeeep!~
CharAuto    You connect yourself to a bungee cord, and jump off the mud! Bombs away!!~
OthersAuto  $n connects itself to a bungee cord and jumps off the mud! Phew, you were hoping $E would leave soon!~
End

#SOCIAL
Name        bunny~
CharNoArg   You strike a pose just like a widdle bunny hunny. Awww.~
OthersNoArg $n strikes a pose just like a widdle bunny hunny. Awww.~
CharFound   You look at $N and say, "That's my widdle bunny hunny!"~
OthersFound $n looks at $N and says, "That's my widdle bunny hunny!"~
VictFound   $n looks at you and says, "That's my widdle bunny hunny!"~
CharAuto    Awww... Do you miss your bunny?~
OthersAuto  $n looks as though $e misses $s little bunny.  Aww...~
End

#SOCIAL
Name        burp~
CharNoArg   You burp loudly.~
OthersNoArg $n burps loudly.~
CharFound   You burp loudly to $M in response.~
OthersFound $n burps loudly in response to $N's remark.~
VictFound   $n burps loudly in response to your remark.~
CharAuto    You burp at yourself.~
OthersAuto  $n burps at $mself.  What a sick sight.~
End

#SOCIAL
Name        butter~
CharNoArg   You smile sweetly.  Butter wouldn't melt in your mouth.~
OthersNoArg $n smiles sweetly. Butter wouldn't melt in $s mouth.~
CharFound   You smile sweetly at $N, protesting your innocence.~
OthersFound $n smiles sweetly at $N, looks like butter wouldn't melt in $s mouth.~
VictFound   $n smiles sweetly at you, looks like butter wouldn't melt in $s mouth.~
CharAuto    You smile sweetly at yourself.~
OthersAuto  $n smiles sweetly at $sself.  How inane!~
End

#SOCIAL
Name        bye~
CharNoArg   You say goodbye to all in the room.~
OthersNoArg $n says goodbye to everyone in the room.~
CharFound   You say goodbye to $N.~
OthersFound $n says goodbye to $N.~
VictFound   $n says goodbye to you.~
CharAuto    You say goodbye to yourself.  Contemplating suicide?~
OthersAuto  $n says goodbye to $mself.  Is $e contemplating suicide?~
End

#SOCIAL
Name        cackle~
CharNoArg   You throw back your head and cackle with insane glee!~
OthersNoArg $n throws back $s head and cackles with insane glee!~
CharFound   You cackle gleefully at $N.~
OthersFound $n cackles gleefully at $N.~
VictFound   $n cackles gleefully at you.  Better keep your distance from $m.~
CharAuto    You cackle at yourself.  Now, THAT'S strange!~
OthersAuto  $n is really crazy now!  $e cackles at $mself.~
End

#SOCIAL
Name        caress~
CharNoArg   Who needs to be caressed?~
OthersNoArg $n caresses $s hands softly because no one else will.~
CharFound   You gently caress $S face.~
OthersFound $n gently caresses $N's face.~
VictFound   $n gently caresses your face.~
CharAuto    You gently caress your face. My, what soft skin.~
OthersAuto  $n gently caresses $s face.~
End

#SOCIAL
Name        catnap~
CharNoArg   You curl into a tiny ball and go to sleep.~
OthersNoArg $n curls $mself into a tiny ball and goes to sleep.~
CharFound   You curl up in $S lap and go to sleep.~
OthersFound $n curls up in $N's lap and goes to sleep.~
VictFound   $n curls up in your lap and goes to sleep.~
CharAuto    You curl into a tiny ball and go to sleep.~
OthersAuto  $n curls $mself into a tiny ball and goes to sleep.~
End

#SOCIAL
Name        caveman~
CharNoArg   You beat your chest and grunt.~
OthersNoArg $n beats $s chest and grunts.~
CharFound   You bonk $N on the head and drag $M to the nearest cave.~
OthersFound $n bonks $N on the head and drags $M to the nearest cave.~
VictFound   $n bonks you on the head and drags you to the nearest cave.~
CharAuto    I don't think you can do that.~
OthersAuto  $n looks confused, grunting to $mself.~
End

#SOCIAL
Name        challenge~
CharNoArg   Challenge who?~
OthersNoArg $n is looking for someone to challenge to a fight to the death!~
CharFound   You challenge $N to a fight to the death.~
OthersFound $n challenges $N to a fight to the death.~
VictFound   $n challenges you to a fight to the death.~
CharAuto    Challenge YOURSELF to a fight to the death?  I think not...~
OthersAuto  $n tries to challenge $mself, how odd.~
End

#SOCIAL
Name        charge~
CharNoArg   Geronimo!!!~
OthersNoArg $n runs smack dab into a nearby wall.  Oh, sweet victory...~
CharFound   You duck your head and charge toward $N.~
OthersFound $n ducks $s head, stamps $s foot three times and charges toward $N.~
VictFound   $n lowers $s head, stamps $s foot three times and runs toward you screaming.. ~
